baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CIDEC	12.7021708574491	-2.53561981240308	0.388029083261165	-6.53461279523851	6.37743163481233e-11	7.93778367919531e-08
SNORA73B	142.675787072467	-2.14656001178406	0.328718831027225	-6.53007923238287	6.57349075893661e-11	7.93778367919531e-08
MAGEC1	40.0841898990219	-4.15213383732687	0.63738708888868	-6.51430490154161	7.30270283920431e-11	8.50919526399392e-08
AC010970.1	59.7075467378934	-3.26261384063534	0.500931224198525	-6.51309737350756	7.36167534050818e-11	8.50919526399392e-08
ZNF560	37.4173628071798	-3.70200767132602	0.56902085344558	-6.50592618690392	7.72161364853002e-11	8.74673507650886e-08
JPH3	77.3613279589053	-2.11376989866857	0.325758151302071	-6.48877055023713	8.65396424590460e-11	9.61065150901069e-08
OGDHL	160.266203966236	-2.12982483848283	0.328389678484571	-6.48566315577088	8.83423403073337e-11	9.6221797506284e-08
PSCA	400.308289715302	-2.36533019161247	0.366411255634893	-6.45539719437381	1.07935432831143e-10	1.1534428386208e-07
CGA	74.4089259350738	-3.91752484306937	0.607630246051644	-6.44721830179667	1.13921643650866e-10	1.19486926909217e-07
USH1C	134.325073396445	-2.3300814304984	0.362704330244494	-6.4241897220464	1.32573774244507e-10	1.36522062284735e-07
TM4SF5	34.1197857776147	-3.76848961706723	0.587706825716359	-6.41219303940157	1.43441042533623e-10	1.42944614211037e-07
SPDYC	13.5348816853914	-2.96472448114807	0.462389254166763	-6.41175039089216	1.43858240227923e-10	1.42944614211037e-07
IGHV2-70D	288.668085900651	-1.97955445547623	0.310823543546348	-6.36874038848686	1.90586884643251e-10	1.86111378834904e-07
HNF4A	248.889822684855	-2.54074245904778	0.399448101853594	-6.36063220042291	2.00925038592064e-10	1.92701708386842e-07
IGHV7-4-1	510.313637900027	-2.52469818737293	0.39707791742012	-6.35819338374772	2.04140374010567e-10	1.92701708386842e-07
SNORA74B	11.7689918611558	-3.2250810678047	0.51184685440788	-6.30087112977488	2.95977407592599e-10	2.74812596905404e-07
UNC13A	96.7618202560053	-1.63006453874429	0.259724019664318	-6.27614088543325	3.47079710242765e-10	3.12030168709996e-07
PNMA5	33.9798955745846	-2.58692973068616	0.412156506313441	-6.27657137776403	3.4612052794871e-10	3.12030168709996e-07
PI3	262.841040697484	-2.05188271231524	0.327883389702	-6.25796480321896	3.90033814091552e-10	3.45167736914333e-07
OLFM4	84.5285342489885	-2.7553246830192	0.441176379602406	-6.24540390286156	4.22706356692612e-10	3.68326809697787e-07
PADI1	110.78590949572	-2.45458543537433	0.394111986308151	-6.22814205263759	4.71999019159282e-10	4.05046673441566e-07
SYT14	49.6539620704152	-2.49184003620508	0.403862167433987	-6.17002590769383	6.82788041456581e-10	5.7719028495549e-07
SYT5	54.7923903115976	-2.10358021899595	0.341873504680492	-6.15309519514218	7.59851637611466e-10	6.32889368397621e-07
ACP7	16.3749623061848	-2.27951941789932	0.370891806616814	-6.14604954121943	7.94364823176205e-10	6.52046881957303e-07
KRT6A	2221.83187881708	-2.63532506392517	0.429031805847699	-6.14249346553267	8.12360207473052e-10	6.57292249012267e-07
RIMBP2	102.268502626681	-2.17811408701203	0.357926765889065	-6.08536241094389	1.16228100204096e-09	9.27172836529524e-07
F7	45.2451161330076	-2.04151217892641	0.335648722406288	-6.08228794762178	1.18479539109733e-09	9.3200613001348e-07
VGF	73.0397801861353	-1.97511012528733	0.325752740288565	-6.06321875769239	1.33423992623807e-09	1.03518741016811e-06
AKR1C4	27.0568286950082	-2.60675902336168	0.430974123462113	-6.04852793114582	1.46175282527062e-09	1.11879400699564e-06
CDHR2	75.5724951075603	-1.73764835773121	0.288258908006798	-6.02808207991349	1.6591678774677e-09	1.25295933658687e-06
ITGB1-DT	26.6335851946789	-1.74953738887671	0.292364687753963	-5.98409268341263	2.17599388389688e-09	1.62163081047568e-06
WDR87	27.5035582782203	-2.49732671508842	0.417987888555025	-5.97463893923247	2.30600331771827e-09	1.67445405011445e-06
LINC00707	30.4695430608136	-2.01544648137802	0.337458109549518	-5.97243457586038	2.33738892925845e-09	1.67575992627012e-06
TM4SF20	9.19962960564721	-2.87483153228061	0.48460220432417	-5.93235339548213	2.98622999001369e-09	2.08807523672093e-06
RN7SL648P	7.21508481368016	-2.92591204465931	0.493097722040405	-5.93373668925519	2.96116598080349e-09	2.08807523672093e-06
LINP1	45.5246471197582	-2.27217043198169	0.386986839992274	-5.87144108576677	4.32023124482981e-09	2.98401533225209e-06
SNORA49	8.78638229783439	-4.61547781143011	0.794194531062268	-5.81152051658769	6.1907944310548e-09	4.1742168450724e-06
NR1I2	26.2105876141309	-1.55889841700533	0.268493737595746	-5.80608855522905	6.39491481688321e-09	4.25842008458744e-06
SNORA38B	4.89911484874576	-2.47295930183258	0.426098246524835	-5.80373029460107	6.48555699714538e-09	4.25842008458744e-06
LINC02747	14.0660795899742	-2.92740699910589	0.504525490620441	-5.80229751227417	6.54123640239958e-09	4.25842008458744e-06
SNORA54	9.87480542483852	-3.83566626425903	0.662284771614696	-5.79156645095042	6.97329584757127e-09	4.48810829789479e-06
MYBPC1	43.6844212458456	-2.20173039870288	0.380358716262683	-5.78856301844893	7.09911149183801e-09	4.51774692892945e-06
ST8SIA6-AS1	56.2965575786592	-2.41079459505748	0.419082739757322	-5.7525504306226	8.790703240496e-09	5.53208722372458e-06
INSM1	42.571125531886	-2.28749702464971	0.398362465038699	-5.74225040109513	9.34265302370961e-09	5.81482617535016e-06
F5	890.173785724416	-1.55556070433274	0.271012151137515	-5.7398190369089	9.47777731448565e-09	5.83480816888955e-06
RNU4-1	22.8964193784642	-3.047970486549	0.533479980439964	-5.71337369405189	1.10758088362822e-08	6.74528667601451e-06
MIR3609	8.09425432942119	-3.94343459798988	0.69178676356362	-5.70036144906265	1.19553666368963e-08	7.20348995298438e-06
SLC39A5	29.3460217397669	-1.68816934452498	0.296592262680823	-5.69188598942548	1.2564374254006e-08	7.4907476736673e-06
KCNK2	35.4285002075384	-1.85238101121328	0.328340933441806	-5.6416389872437	1.68438988893368e-08	9.93754943014853e-06
IGFBP1	46.8996541770541	-2.30526799487682	0.410224069909649	-5.61953372308102	1.91473504222279e-08	1.11800786929293e-05
FGA	10827.1542278606	-2.43259767901163	0.43412541694025	-5.60344449803647	2.10133424082879e-08	1.19015368732061e-05
L1CAM	135.277065072927	-1.50448984797067	0.268440771991716	-5.60455044443508	2.08796176502834e-08	1.19015368732061e-05
FSIP2	125.644157044918	-1.59442134336311	0.285060481964544	-5.59327386375997	2.22827391641514e-08	1.24955423839525e-05
PRSS2	421.039226552536	-2.36320261631383	0.423027137299289	-5.58640902189184	2.3181289926312e-08	1.28719794004555e-05
RNY1	29.8574487098438	-4.21141953724911	0.756192038385008	-5.56924606908503	2.5584395400276e-08	1.40684367638916e-05
LINC01559	58.6472892973437	-2.48948640325744	0.447804577803606	-5.55931432293051	2.70836553220509e-08	1.47014248424827e-05
FOXCUT	18.5391877460671	-1.58134167400999	0.284505278953004	-5.55821557979315	2.72546630965198e-08	1.47014248424827e-05
RIMS2	120.888808159535	-2.10126961154443	0.378224161822113	-5.55561971879708	2.7662853705825e-08	1.47808368697218e-05
LIN28A	10.4662425989509	-3.16420771195775	0.570477138239363	-5.5465986274635	2.91280351554512e-08	1.52754968068004e-05
ELFN1-AS1	33.678647653839	-2.02208441382796	0.36453031277775	-5.54709537985886	2.90454313810964e-08	1.52754968068004e-05
PSG3	6.44983950944173	-4.19873885377936	0.758308704902909	-5.53697831322791	3.07734638935233e-08	1.58449768000125e-05
LINC01629	6.99732591744004	-2.51226740867555	0.455730711943509	-5.51261379326781	3.53543460209965e-08	1.80396346841189e-05
KCP	240.218989167958	-1.29233759294202	0.234528559538988	-5.51036340939612	3.58093600234111e-08	1.81086654732675e-05
ZFR2	72.3468329405657	-2.05142568973936	0.372748912672407	-5.50350549658685	3.72312916939247e-08	1.85984387682305e-05
CAMK2N2	66.9914550236759	-1.40097588058927	0.254605043459299	-5.50254567448594	3.74346202121946e-08	1.85984387682305e-05
RN7SKP9	6.22638034313971	-4.17492052161169	0.759307017702934	-5.49832995649338	3.83405012439364e-08	1.88828635604702e-05
ANXA10	92.7958643119304	-2.29456769276527	0.417603021210762	-5.49461468480903	3.91564398430933e-08	1.89550635883172e-05
UGT1A6	124.405596633888	-2.94626026344023	0.536160083971584	-5.49511302970546	3.90460246765018e-08	1.89550635883172e-05
DLX2	4.10280700896123	-2.50386809639053	0.456162654665614	-5.48898089482131	4.04259342026726e-08	1.94037632319574e-05
VAX1	5.41090809051688	-4.19631450315878	0.76559404060198	-5.48112221440393	4.22636391432132e-08	2.01153612923807e-05
HOXA11	20.4623635463415	-2.58016393277814	0.472055392584963	-5.465807558408	4.6080405387362e-08	2.17491833360784e-05
MEG8	22.4582547003662	-1.98572054963573	0.363486596606393	-5.46298149140833	4.68203433278395e-08	2.19157901272907e-05
PCSK2	837.940312007289	-2.48336039971562	0.456080132703254	-5.44500893953958	5.18027839259503e-08	2.39447649602114e-05
SPX	103.36857984713	-1.86825685982217	0.343156387661936	-5.44433071041272	5.20005312706311e-08	2.39447649602114e-05
CYP2C18	115.394581223543	-1.63293929055824	0.300114896096374	-5.44104711828052	5.29683008482379e-08	2.41936985761492e-05
LINC01518	25.0851263953513	-2.37689151874603	0.43746211581712	-5.43336538823783	5.53010052926323e-08	2.50571067021129e-05
KCNQ2	32.1225352025556	-2.3403559769759	0.430929261242516	-5.43095163746333	5.60543253844296e-08	2.51968641358994e-05
NEFL	46.0857793396063	-1.97072415877746	0.363373122336918	-5.42341752219696	5.84702007194953e-08	2.60758679397699e-05
GABRP	253.737335696103	-1.78834571260688	0.330364099989111	-5.41325680564512	6.18886305974274e-08	2.73847520295086e-05
NTS	501.330079137667	-2.60361146035544	0.481430379706919	-5.40807470841463	6.37058521604021e-08	2.79703260051229e-05
INSL4	101.484684617822	-3.5592095681732	0.661018663156783	-5.38443128243266	7.26740610244802e-08	3.16624112946501e-05
CREG2	60.6206127818053	-1.5205133397404	0.282498296649247	-5.38238055866328	7.35071517277631e-08	3.17809012179927e-05
CDH4	104.236068609508	-1.38205054875001	0.257153544438479	-5.37441765295463	7.68305854055836e-08	3.29661416378897e-05
SLC7A9	38.7304864605433	-1.60163235831222	0.298110626088557	-5.37261076308108	7.76047293799998e-08	3.30479448317626e-05
AL583808.1	4.80389385738246	-3.58248472332074	0.667659662017173	-5.36573486032857	8.06202986559071e-08	3.40759139945766e-05
MEG3	1107.40016269324	-1.41870957767157	0.265091222295402	-5.35177877783765	8.7093833064046e-08	3.65394112376403e-05
