baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C1QTNF2	78.7263652797654	1.92788471778434	0.151212133320181	12.7495371929061	3.13601453066277e-37	1.39821800617518e-35
EMP1	8202.34090130614	1.84635922950468	0.144851621865668	12.7465554456612	3.2582664579164e-37	1.45158206068496e-35
LRRN3	166.645914537796	2.77425115661627	0.2177163100403	12.7425049418794	3.43195848463658e-37	1.52776114177721e-35
TBX5-AS1	297.272970158775	1.86329645032012	0.146266911178208	12.7390155115119	3.58895001567825e-37	1.59388788774718e-35
WASF3	265.380571140875	1.90544760142787	0.149681769924575	12.7299911164067	4.02885029812449e-37	1.78505179406104e-35
DAPK2	1155.75423414515	1.92606853196355	0.151311077069023	12.7291971564312	4.07002630178897e-37	1.80188560838544e-35
DENND2A	504.082365012283	1.79216827040996	0.140841599214383	12.7247083277008	4.31081529190042e-37	1.90265463030289e-35
ACADL	297.574618480507	3.13532735678153	0.246400245424494	12.7245301699276	4.32065871997855e-37	1.90539703551453e-35
DCC	88.0364044651324	2.64937946952392	0.208352775698363	12.7158347693888	4.82924598473623e-37	2.12802509447241e-35
CAB39L	665.773832031662	1.41117448226574	0.110998416287721	12.7134650156433	4.97788487087104e-37	2.19011463036676e-35
KCNA5	40.4820720751453	2.34283203552189	0.1843184579489	12.710783616535	5.15156088907596e-37	2.26300995952705e-35
SRGAP2C	287.381514465012	1.15007497866924	0.0904977390243089	12.7083283081837	5.31586899935718e-37	2.33157061362975e-35
MMP19	1119.52943810641	2.10123065668335	0.165544345281337	12.6928567273765	6.47791217450236e-37	2.83247335111214e-35
CTXND1	111.597310086883	3.33394835426017	0.26274403489751	12.6889592586209	6.80844727367199e-37	2.97011955642837e-35
PDE2A	328.328769120318	1.78835112003783	0.140942694245348	12.6884981844092	6.84864232763416e-37	2.9830578704612e-35
HSPB6	123.950129658854	2.59424563537996	0.204466972574249	12.6878468572126	6.90582527896367e-37	3.00334447462395e-35
OLFML1	529.011830496193	1.65992154995358	0.13108283370178	12.6631497281329	9.46251874483746e-37	4.09011955273035e-35
AC128709.3	5.00380662362467	4.36896723062086	0.345213894077602	12.6558267369121	1.03876268941228e-36	4.47632408868195e-35
RFLNB	945.887257169854	1.4029324067789	0.110861935915235	12.6547709562963	1.05282172585465e-36	4.53001348060742e-35
EPM2A	225.206795846758	1.16994766831274	0.0924829973111531	12.6504082082951	1.11295051360488e-36	4.78146508970886e-35
SYNE3	544.797365575339	1.74905120154009	0.138291777379258	12.6475430042627	1.15428404214256e-36	4.95152875774849e-35
ADAMTS7P3	106.750067594645	3.55901029441619	0.281496512739996	12.6431772094579	1.22021659760261e-36	5.21854566636331e-35
SELE	231.106476658381	2.94925577177148	0.233380968255903	12.6370877360386	1.31847536135068e-36	5.63451689517893e-35
EEF1A1P6	772.88628224216	1.95143408758883	0.154501872636748	12.6304882541902	1.43385771180023e-36	6.10916170601779e-35
CXCR1	70.6110145205307	2.95823041222346	0.234242323043454	12.6289321835093	1.46249362769517e-36	6.22180609876869e-35
LINC01624	5.53188191405383	2.36049411336718	0.18705030370973	12.6195684612748	1.64721438974169e-36	6.99713935519382e-35
AP000438.1	2.40370786080898	2.97835703000593	0.236306881581662	12.6037676519238	2.01294287261469e-36	8.51238814181734e-35
ANGPTL5	10.6610116967998	2.62939243824758	0.208627303894988	12.6032997079379	2.0249240413624e-36	8.55666409836601e-35
COL6A6	577.936910619465	2.85192513141738	0.226292139764743	12.6028466317137	2.03659206153462e-36	8.59955174439496e-35
CNTN6	147.626559011883	3.53575981211401	0.280567546913387	12.6021696059007	2.05415206330017e-36	8.66723594875625e-35
CCN5	668.579758940932	2.22620956566147	0.176721733983293	12.5972596323208	2.18608513625946e-36	9.21704279639285e-35
NHSL1	1324.88165716519	1.73563711538737	0.137817518862232	12.5937335813046	2.28599464141307e-36	9.62349698490662e-35
SMIM41	7.84981706111874	2.2298059104665	0.177096602634719	12.5909016733975	2.36951109727417e-36	9.94597452720924e-35
LINC01447	4.12939964698198	2.97161630253416	0.236067640025821	12.5879866558971	2.45864603645587e-36	1.03048388725594e-34
PCYOX1	6658.25296378992	1.11771213326324	0.0887983459600346	12.5870828018158	2.48695489372629e-36	1.04080808501373e-34
SLC11A1	1899.86670013545	1.9133333240228	0.152197736437083	12.5713651780475	3.03438483297864e-36	1.26430468567022e-34
GPM6B	543.816768838655	1.97440861151977	0.157059733264163	12.5710681565908	3.04580724538702e-36	1.26768069049717e-34
DEPP1	6732.60864290724	1.92114051390677	0.152864036767753	12.567642164426	3.18068856908713e-36	1.32137424457806e-34
AC004947.1	20.1648604498836	3.07256615909751	0.244511034907538	12.5661656139953	3.24063540776551e-36	1.34529134405655e-34
MCOLN1	1082.59306825999	1.06220586806137	0.084592946543159	12.5566718203796	3.65381358969086e-36	1.51237968349894e-34
AL355499.1	5.28990413379441	3.40274333805483	0.271072676140574	12.5528820776102	3.83300449474413e-36	1.5853911359415e-34
LINC00702	93.2253999274101	2.18256590586241	0.173938210242545	12.5479381604477	4.07995607204797e-36	1.68507244802075e-34
FAM167B	228.724553156963	1.4822510518843	0.118215206782861	12.5385818984094	4.59138157175581e-36	1.88940690493533e-34
IL33	1584.31592525893	2.30103453535874	0.183549687924429	12.5363031742452	4.72529436891196e-36	1.94310144041591e-34
GAB1	1282.40253994503	1.34407494705259	0.107250914559019	12.5320604731343	4.98504763428877e-36	2.0469422570266e-34
CD300H	10.1992067092049	2.29790510281471	0.183387351702359	12.5303358246006	5.0946491375849e-36	2.08740530221858e-34
SLC12A4	2420.69461277234	1.07101804961928	0.0854771305303551	12.5298783776899	5.1241195540678e-36	2.09796200744421e-34
KLF10	3838.77508101962	1.16974762188552	0.0933581439165577	12.5296794988879	5.13698483723534e-36	2.10170975017062e-34
GP9	4.9188854138932	3.26144474219903	0.260309738988259	12.5290922839661	5.17515882892379e-36	2.11579923125618e-34
ICAM2	377.291644952381	1.45926728784385	0.116555410369143	12.5199446617038	5.80756247250909e-36	2.37092586476824e-34
ANO2	47.520663445671	2.17988827919353	0.174197934066939	12.5138583925792	6.27028871311994e-36	2.55614707049462e-34
NCF2	2435.10894382413	1.71073152933684	0.136815088754722	12.5039682750474	7.10158409926664e-36	2.88672001462221e-34
JUND	7179.13732177654	1.45465479438332	0.116550273863889	12.4809212896583	9.48823888146324e-36	3.83758598874268e-34
ST6GALNAC3	173.326397522183	1.97579565897002	0.158359591000312	12.4766403252843	1.00122868498409e-35	4.0466504681327e-34
PCDHGB7	180.215949255596	1.77808983037731	0.142705466843559	12.459857843614	1.23590726175703e-35	4.97738355545731e-34
CASQ2	67.8524168730573	2.80593976103927	0.225234687163835	12.4578491722203	1.2674287969357e-35	5.09708012767663e-34
IL7R	3514.95001041937	2.08137206552768	0.167078887930938	12.4574211098893	1.2742488343973e-35	5.12087054640971e-34
ADGRE1	156.274114615313	2.6082849641232	0.209870511279637	12.4280678987237	1.84028581017021e-35	7.32801291948508e-34
KRT79	16.9321500682579	3.41042580486121	0.274614469727573	12.418958870756	2.06227764238724e-35	8.20621287579303e-34
GIMAP4	1694.00869963594	1.50636794089947	0.12139343068252	12.408974130067	2.33626957871345e-35	9.25744776942411e-34
ARHGEF6	1371.85320136463	1.4557523241797	0.117363361921722	12.4038055858578	2.49201044568252e-35	9.86766429904386e-34
PDE5A	1047.55511002516	1.64092141690891	0.132667907186079	12.3686387440134	3.86312885635131e-35	1.51906811362525e-33
CCDC141	128.350765956609	2.98693963640974	0.241968985641473	12.3443077983371	5.22819564733347e-35	2.04872906805959e-33
ARHGAP24	554.443880293903	1.39688822812284	0.11323050318155	12.3366777403004	5.74790432322703e-35	2.24926976087358e-33
ADH1B	3866.77102851876	3.39499685660794	0.275234856685324	12.3349088029553	5.87554100293213e-35	2.29762868611898e-33
JAML	1409.84438976818	1.82030690347265	0.147676553384913	12.3263095037714	6.5372804615724e-35	2.55111625676138e-33
CCL23	76.1278197865597	2.51996920100486	0.204557421385855	12.3191287020159	7.14621999667553e-35	2.78682893313881e-33
SYT15	35.4061907259134	2.51713360822793	0.204362448140495	12.3170065299739	7.33674061162508e-35	2.85915760765766e-33
ST6GALNAC5	531.555212815997	2.16376173112118	0.175791870315414	12.3086564085066	8.13664410846275e-35	3.16217800959228e-33
FXYD1	2.17058792219296	2.71280678682753	0.220581618765916	12.2984263240283	9.23559394725307e-35	3.58434730410732e-33
OTC	8.14092488481507	3.79726675209057	0.308821088809634	12.2960085618742	9.51615390457526e-35	3.68565457382127e-33
EXOC3L1	266.95234625824	1.30394902165112	0.106163274319346	12.2824868582026	1.1248654349913e-34	4.33885425006454e-33
C1QTNF7	233.188687393477	2.52227028937645	0.205568787171418	12.2697143086863	1.31717275487314e-34	5.05651458114824e-33
SORBS1	1325.2318789051	1.61779829706367	0.131898483708081	12.26548063012	1.38786323207191e-34	5.32067485801219e-33
PRDM11	515.545909555385	1.1958253057442	0.0975082752479002	12.2638340459206	1.41636345300978e-34	5.42626279859445e-33
AC069360.1	21.3204124801254	2.3910901295778	0.195044717521523	12.2591893795531	1.49992812524518e-34	5.73476908601508e-33
HACD4	1106.1829836883	1.44397394500145	0.117825515024886	12.2551889096048	1.57581701557615e-34	6.0167945171938e-33
PLA2G4F	1039.73718838397	2.7151276274538	0.221749095396057	12.244142969803	1.80574463618842e-34	6.88078629068192e-33
MYH10	5573.77338775223	1.50377236927987	0.122862707619431	12.2394532760732	1.91316984311254e-34	7.28033126319924e-33
RS1	29.8078601029007	3.97828789387512	0.325203163451356	12.2332386058421	2.06536639785848e-34	7.84368255615954e-33
TMCO2	1.49613224685471	2.68589845604691	0.219607258435826	12.2304630328591	2.13716891166857e-34	8.10549581073817e-33
LGI3	639.949000843734	4.25439223757192	0.348329726976326	12.2136926827984	2.62690117199071e-34	9.90977028399746e-33
FGFR4	972.263523575665	2.53511009600965	0.20763802005534	12.209276968322	2.77342835674546e-34	1.04555663962953e-32
PTGIR	261.075442714701	1.43459778016083	0.11756648951493	12.2024378381958	3.01655276272916e-34	1.13570002418069e-32
IQCN	420.787985614941	2.38280813566314	0.195453934110506	12.1911495233242	3.46498889718022e-34	1.29934788949624e-32
SOX18	369.840088663159	1.70100408954138	0.139685488450672	12.177385843069	4.10220523141273e-34	1.53120150971335e-32
AC108053.1	30.5527074008904	2.34337176174184	0.192449079006233	12.1765808069466	4.14288684384478e-34	1.5453677512903e-32
AC011511.5	24.0540356702686	2.85467528122875	0.23448600119344	12.1741821119367	4.26649358828245e-34	1.5904274716452e-32
SCN7A	1085.00080994994	2.48269462634162	0.203993351018931	12.1704683703697	4.46512985897993e-34	1.66119259615558e-32
IL6	504.718441899936	2.86205958869326	0.235248399282949	12.1661171655874	4.70957628014878e-34	1.74983626828835e-32
DHH	22.5047853011658	2.01771399674531	0.165855832749273	12.1654690299347	4.74710806873744e-34	1.76262457235534e-32
ITPRID2	6069.3524908065	1.19872468165861	0.0985533707289999	12.1632032754602	4.88066182069935e-34	1.80984017639345e-32
AC104938.1	7.21758104040429	1.5799803991196	0.129906991874176	12.1623969297197	4.92908651768934e-34	1.82660075247147e-32
ZBTB47	653.355557633	1.11678727834869	0.0918479553122082	12.1590869884095	5.13291458262467e-34	1.89964807402967e-32
EPB41L2	2362.28032767532	1.43735229955648	0.118249592766502	12.1552410112287	5.3802886750165e-34	1.98730245227746e-32
TNS2	3924.80864225532	1.454396002045	0.119857337552715	12.1343927017012	6.94231330718235e-34	2.54867636141023e-32
AC009962.1	22.0248596885842	1.57653596459181	0.129954385104721	12.1314564592907	7.19581121379325e-34	2.63896123166988e-32
ZNF22-AS1	128.162639730152	1.23253003715451	0.101615852829327	12.1293085954281	7.38704822733281e-34	2.707341222165e-32
TMEM273	637.492917669527	1.59794031613354	0.13177584264189	12.1262007064227	7.67273267822881e-34	2.8084086307177e-32
FIBIN	586.080382005069	2.19447341059741	0.180975118652375	12.1258293788587	7.70759168531965e-34	2.81823051336158e-32
LILRA5	212.796220572895	2.08252316138195	0.171830158026494	12.1196603978031	8.31027694975356e-34	3.03196599228638e-32
PDZD2	1603.97210709628	2.22646891140977	0.183740173497036	12.1174856267657	8.53371808783299e-34	3.11148263364749e-32
PLEKHO2	2425.04063647696	1.22518957052201	0.101250739297721	12.1005493788981	1.04906738959073e-33	3.807845632576e-32
CFP	25.7270758764911	1.82421893942674	0.150774173765963	12.0990146645297	1.06886404063136e-33	3.87721700427354e-32
PTH1R	142.833921136896	1.98875330050832	0.164382839366565	12.098302402926	1.07817731391257e-33	3.9084963010874e-32
MYH2	12.6530736773592	3.16596876765945	0.261804932392153	12.0928537851884	1.15213947912144e-33	4.17127531111076e-32
CFL2	1571.67353624122	1.3878884725519	0.114782766465103	12.0914359820196	1.17219798998606e-33	4.24118459967864e-32
AC000050.2	3.94642964247213	2.3242737265267	0.192242715394185	12.0903084507565	1.18839715098028e-33	4.29430761181286e-32
ALOX5AP	2501.94851768125	1.97352504909124	0.163247207428774	12.0891810657913	1.20481650897646e-33	4.35086288292621e-32
FRY	1715.39655972299	1.53735152118829	0.127178647372857	12.0881260568934	1.2203857958714e-33	4.40147294938996e-32
GJA5	1119.99118840945	1.73292592293108	0.143395300616434	12.0849561699826	1.26837784372975e-33	4.56583770014963e-32
SFTPC	165783.067757075	4.75992377985006	0.393958265010963	12.0823046566052	1.30995819690429e-33	4.70952844073071e-32
ZBTB4	5431.13213641721	1.01331022529278	0.0838731383248661	12.0814630945121	1.32343630199187e-33	4.75496555609058e-32
PDK4	3222.50972107927	2.43623088422436	0.201683163306794	12.0794956023098	1.35548668673704e-33	4.86086625394543e-32
MRAS	1116.18105054618	1.16035412168386	0.0962147500068245	12.0600440327658	1.71691096837465e-33	6.12206339252181e-32
RIPOR1	2044.18168448655	1.23935364004141	0.102846918035349	12.0504694133415	1.92848530465052e-33	6.86783345223464e-32
MRC1	5974.59747126263	2.37017761592558	0.196781970146363	12.0446889222762	2.06855275980453e-33	7.35277661463725e-32
HTR3C	20.245052628567	4.66263530647781	0.387317359823594	12.0382812394504	2.235650562357e-33	7.92186967727802e-32
ITLN2	178.520806991113	4.65198560100681	0.386448361982163	12.0377935544763	2.24890404462344e-33	7.96384881943449e-32
UTRN	6056.33581051682	1.40083617159161	0.11665263724208	12.0086112471214	3.20176585145821e-33	1.12887166608325e-31
PDLIM1	7316.13216758805	1.08713787538447	0.0905696916347566	12.0033297647585	3.4128434841327e-33	1.20179632739758e-31
WFDC1	300.036877835254	1.99462652540377	0.16635836056825	11.9899385795249	4.01202542219645e-33	1.40841244579325e-31
ZEB1	1247.26110406459	1.41317502147007	0.117868866120739	11.9893833544007	4.03900693391113e-33	1.41700575356743e-31
AC147067.2	8.00004108258759	2.05388414990563	0.171403140807189	11.9827684617287	4.37466485397499e-33	1.5319172708193e-31
SYNPO2	1006.20117518166	1.89912316289702	0.158702486830119	11.9665620925645	5.31871054968148e-33	1.8556171667601e-31
KCNIP1	22.8454805943305	2.23312971749998	0.186620660678403	11.966144098848	5.34556484189163e-33	1.86383783009404e-31
SMAD7	1697.99844835038	1.11253754233241	0.093024584449613	11.9596077629889	5.7834453909533e-33	2.00909087004503e-31
LINC01852	65.280630904834	1.26856583656331	0.106141333043463	11.9516667088009	6.36360590110731e-33	2.20252335296027e-31
LILRA1	72.1707399396848	1.67937376081034	0.140620193155931	11.9426216329266	7.09510311511469e-33	2.45120877846403e-31
MDGA1	358.588487039013	1.89944166457526	0.159071627841625	11.9407947875304	7.25268253274739e-33	2.50412131545298e-31
HAS1	79.7625983474159	3.42889711158463	0.287487688291767	11.9271094075677	8.54907652099882e-33	2.94454324163648e-31
LINC01081	6.84872204686531	2.07844855166379	0.174281105203481	11.9258398621991	8.68041613633424e-33	2.98433444628895e-31
AL121933.2	92.5662008013437	2.2594305352364	0.189578604681997	11.918172617772	9.51731504321296e-33	3.26018419241918e-31
CYBRD1	7809.14970221546	1.80236792455354	0.151325370421119	11.9105469197781	1.04290941221761e-32	3.55959629640808e-31
UBL3	3765.77183551373	1.11713097027811	0.0938283812568302	11.9061093809161	1.09990691159772e-32	3.75187523869333e-31
WWC2-AS2	24.570062316636	1.66345603627744	0.139727501288448	11.9050009549907	1.11462029953086e-32	3.79977482484258e-31
STOM	14318.2891327772	1.2521514955267	0.105236287919709	11.8984764692769	1.20527438733553e-32	4.10634518101608e-31
SLC1A1	1241.70719467375	2.23162664907807	0.187561181801298	11.8981264014547	1.2103402044581e-32	4.12112469857099e-31
FFAR4	178.45588297275	2.4087341696963	0.202512836182314	11.8942295960331	1.26817855937761e-32	4.31028467864332e-31
CRYAB	652.417618973079	2.0035327084903	0.168456117194599	11.8934992795533	1.27931978008991e-32	4.34554308505166e-31
VEPH1	927.503338454319	2.61525500490156	0.219915834113169	11.8920723259779	1.30136968452454e-32	4.4177911880406e-31
DUOX1	2873.97783597053	2.62010644490936	0.220493233540883	11.8829335614218	1.45181233227348e-32	4.91671181235967e-31
BEND2	0.890811259536726	3.24472008287031	0.273508297856681	11.8633332454525	1.83520833399602e-32	6.20028858616891e-31
ACKR4	85.0775778292364	2.44884834161551	0.20644089306023	11.8622250917169	1.85966418031117e-32	6.27916663959091e-31
EP300-AS1	32.5128069470863	1.77424259142485	0.149594073261234	11.8603802459908	1.90109796437773e-32	6.40760542469789e-31
ZBED2	294.879144222455	2.32878305973714	0.196407316113077	11.8569058720623	1.98163430735791e-32	6.66714563397708e-31
PRG4	583.823373551209	3.27574487979356	0.276764431941788	11.835859314764	2.54721255012972e-32	8.52443046327101e-31
PTPRD-AS1	23.211625585061	2.24994018323595	0.190170063406878	11.8312006786373	2.69262351620641e-32	9.00573620683236e-31
FBP1	2954.49526003233	1.70051579012855	0.143794348733845	11.8260265796406	2.86380111352708e-32	9.56695423317742e-31
OR52K3P	29.4411213474354	2.16123780639335	0.182760052570805	11.8255481763776	2.88016387541698e-32	9.61594335386858e-31
GPER1	215.252790725169	2.28477866478416	0.193217693672644	11.8248935765433	2.90270358318061e-32	9.68548542687206e-31
NCAPGP2	3.42417228074804	4.27258216225382	0.361330098518162	11.8245952379167	2.91303424019018e-32	9.71423149685091e-31
AC104237.3	4.20196820893188	3.62946954250057	0.30705480288847	11.8202663119355	3.06710696508693e-32	1.02099861723152e-30
LINC02104	5.27242450333418	2.26631500627776	0.191873632915097	11.8114978689156	3.4044161974312e-32	1.12996285324352e-30
SIRPD	4.40633442845337	2.18547443443786	0.185094507884951	11.8073434993343	3.57684483158437e-32	1.18441673534289e-30
ARHGAP18	2755.28461658918	1.18032094832774	0.100034782063156	11.7991055109467	3.94482333900898e-32	1.30474110250026e-30
LOXHD1	30.931633312963	2.23203842188099	0.18923896720367	11.7948140114226	4.15116721031584e-32	1.3705871260462e-30
EGR2	832.250851266593	1.81249897699937	0.153727034996507	11.7903723118094	4.37602214856498e-32	1.44230429650956e-30
LINC00891	14.2547814029641	2.43096461097709	0.206277601289362	11.7849179735563	4.66874460474471e-32	1.53431801798644e-30
GMFG	1228.33236507437	1.52250061725284	0.129246163856331	11.7798515006235	4.95803438445956e-32	1.62844396163363e-30
EDN1	1541.86775227885	2.07315826973822	0.176053134325314	11.7757532558745	5.20500573475365e-32	1.70856953463589e-30
HLX-AS1	1.88272533718364	2.41956422122354	0.205482494236023	11.7750382105269	5.2493309143573e-32	1.72112399359912e-30
GALNT18	1543.78983326493	1.43236561482133	0.121644934374691	11.7749713309833	5.25349585006627e-32	1.72149276049857e-30
AC116312.1	2.33077209374249	2.98508191244151	0.253518381315184	11.7746172760954	5.27559940758764e-32	1.72673723037713e-30
PDGFB	1287.79050755751	1.523488385997	0.129493467772721	11.7649825292419	5.91385872581782e-32	1.92784304254869e-30
LINC02452	2.77494448879771	2.12299712948162	0.180488279898659	11.7625207059076	6.08888612428221e-32	1.98261695170418e-30
LIMCH1	8458.02436729944	1.59997802098745	0.13608179653244	11.7574727976643	6.46402246608617e-32	2.10234812245642e-30
NEXN	636.420764129516	1.5607695485761	0.132862258374772	11.7472754691068	7.29325659645596e-32	2.36390018041055e-30
PRICKLE2	717.901608371601	1.423478433255	0.121226530726547	11.7423011672748	7.73526615535493e-32	2.50286691874753e-30
NTN4	2932.91096727673	1.65387152679452	0.140996301475991	11.7298929793286	8.95718528347871e-32	2.88833519072721e-30
ROR1	545.647554799564	1.85662039591279	0.158347556055899	11.7249703257648	9.49343000097935e-32	3.05603172470412e-30
ANXA3	3345.72416822907	1.93548990661008	0.165276557911434	11.710613598616	1.12462765550605e-31	3.61002927241353e-30
SVEP1	1374.46221912001	2.12725359104129	0.181752171380958	11.7041440268821	1.21377890762476e-31	3.89179030947589e-30
FZD4	1699.56109587582	1.62395523796998	0.138826562546735	11.6977270644679	1.30913118782791e-31	4.19040386543627e-30
ADCYAP1R1	43.8746457694753	2.20597461772957	0.189160813191466	11.6619006892126	1.99537712741433e-31	6.34041719768289e-30
TNFSF12	911.627903607634	1.22594985454171	0.105156595442603	11.6583258461506	2.08093721949307e-31	6.60487607155693e-30
MTARC2	908.248596169618	1.49997259577103	0.128680154295072	11.6565961860094	2.12363255237126e-31	6.7290749661707e-30
AL355304.1	21.1702078155201	2.21676864255625	0.19036828635256	11.6446320184383	2.44374158440842e-31	7.72178702430483e-30
FRMD4B	1647.55227398153	1.13201605511744	0.097300899712119	11.634178702013	2.76236166991473e-31	8.70912957668439e-30
SLC7A7	1978.65180223127	1.47992631629107	0.127261739637274	11.6289964329358	2.93528099141189e-31	9.24401283969447e-30
PADI4	20.2320805901217	2.61506263310542	0.22502084272503	11.6214240487089	3.20744868961169e-31	1.00787222308864e-29
KCNAB1	167.570063903636	1.64424964725054	0.141496645095625	11.620414364873	3.24558275040466e-31	1.01872437726671e-29
CTDSPL	2713.40267265273	1.08210458799288	0.0931358163728207	11.618565554429	3.31657953467741e-31	1.03870574984278e-29
CCDC69	2553.91699432178	1.51501343667758	0.130479310748592	11.6111391759013	3.61763508913962e-31	1.13174016180907e-29
LRRC36	290.021510515633	2.91716964753925	0.251794803526188	11.5855037780231	4.88088557609607e-31	1.52105264095137e-29
FPR1	847.884308461831	1.99742955790421	0.172410817053097	11.5852914106258	4.89299750193246e-31	1.52398839686152e-29
INKA1	90.8866154434803	1.53673513061495	0.132648965412669	11.5849763760628	4.91101981301723e-31	1.52792080160598e-29
CCDC50	2651.98787990344	1.05366747937873	0.0909647948593716	11.5832447158009	5.01126662235695e-31	1.55654394527888e-29
ERICH4	3.75250535114097	2.3131549467509	0.199749136711475	11.5803000945737	5.1864176821693e-31	1.60918199909674e-29
SHROOM4	1402.19890737121	1.76735454119231	0.152683934411852	11.5752488826036	5.50113823843931e-31	1.70496142098187e-29
STARD9	563.593284752095	1.75058239527612	0.151247808039441	11.5742662189168	5.56453148623292e-31	1.72272296815994e-29
SOSTDC1	286.226787247464	3.77129790195938	0.325942836266645	11.570427333688	5.81921081279388e-31	1.80058466154995e-29
KCNT2	140.616217517841	2.54671720501059	0.220183555855512	11.566336982412	6.10331388458335e-31	1.88511093729854e-29
REM1	50.9901004113157	1.63158513120178	0.141065633125666	11.5661419089107	6.11720181881075e-31	1.88763180266125e-29
SERPING1	16278.2503141605	1.41495414759473	0.122350825638286	11.5647290503609	6.21872870457789e-31	1.91791554557744e-29
PID1	917.41596929957	1.93131827125865	0.167006904713442	11.5643019345367	6.24974889200924e-31	1.92643321317981e-29
AC103591.4	31.452125726523	1.42064773399469	0.122900639070734	11.5593193390724	6.62316826093194e-31	2.03710092127654e-29
GUCY1A2	755.56856801615	2.01237862285247	0.174152559523291	11.5552629738028	6.94346097173744e-31	2.12982954530694e-29
AC090559.1	273.385588309712	1.57021108399249	0.135971454140495	11.548093634198	7.54760213265089e-31	2.30764267364592e-29
FAM13C	127.310933003104	1.73212427216392	0.149993243854013	11.5480152816069	7.55448495947593e-31	2.30850057390915e-29
C2orf91	27.0881576868713	2.91969008206817	0.252903892590852	11.5446624888121	7.85491993638149e-31	2.39642772886673e-29
F2RL3	349.960537063685	1.92791897369738	0.167076081135212	11.5391680281102	8.37311376498368e-31	2.55039910612392e-29
SORBS3	3063.75023534537	1.20243267348805	0.104206853562707	11.5389020239871	8.39904475511397e-31	2.55692209792244e-29
KCNA4	29.4228900557554	3.90956491877716	0.33893133600372	11.5349762724042	8.79114076042275e-31	2.67197828458496e-29
CYP27A1	3755.61077514338	1.78265041145827	0.154603528967819	11.5304639121745	9.26431443788903e-31	2.81277501732455e-29
AL035409.2	11.0603334803931	2.36285099329471	0.20504776836749	11.5234172608012	1.00542822731432e-30	3.04161946005059e-29
APBB1	1116.08750945153	1.39590366223739	0.121221491883925	11.5153149869995	1.10455191351469e-30	3.32681635908808e-29
ACACB	722.860135299176	1.39459999862939	0.121136098296002	11.5126706097271	1.13895754626205e-30	3.42679766735081e-29
GHR	143.981991731261	2.05718984348605	0.178733034578565	11.5098467853842	1.17687300251838e-30	3.53899399334044e-29
MT1M	254.654216622923	2.87056100900815	0.249736182677302	11.4943736956104	1.40798518958518e-30	4.22276236096775e-29
MOCS1	676.113035390787	1.39725371914543	0.121648977101221	11.485947127881	1.5522492613673e-30	4.63823547101119e-29
LMO7	12209.0011535487	1.40058632942342	0.122080063747641	11.4726867469422	1.80952319668922e-30	5.39276007838581e-29
PTGER4	791.035590507548	1.59356234813054	0.138978681594521	11.4662358992573	1.94956315646197e-30	5.79790253001588e-29
ADGRL4	910.525341891124	1.30563301315344	0.113892113001265	11.4637702185659	2.00588682361678e-30	5.96227482942135e-29
SPI1	2248.79229368438	1.61917051215014	0.141285294284781	11.4602904735893	2.08813295854108e-30	6.18725487411984e-29
LINC01863	9.18357895917081	3.26841979450318	0.285294452649672	11.4563033530717	2.18649283461773e-30	6.47192735323546e-29
RADIL	178.176343105756	2.25877293799144	0.197389604453138	11.4432213603614	2.54265872954664e-30	7.49872436988797e-29
CRIM1	4246.28025941391	1.37357589607752	0.120110066191364	11.4359765141507	2.76409257054938e-30	8.1390524032651e-29
RPL13AP17	127.805950808799	4.03317554111355	0.352724394285005	11.4343538651163	2.81625352605558e-30	8.28833366212948e-29
SERTM1	116.030171865728	4.75439951807518	0.416447107113065	11.416574726702	3.4558743668129e-30	1.01496592399592e-28
SELPLG	2053.23921796305	1.47935560240325	0.129580964734748	11.4164576983316	3.46052964376222e-30	1.01580627552303e-28
GJA4	474.381446522681	1.49514563398092	0.131143199218638	11.4008628955914	4.13995180836881e-30	1.21210253979874e-28
FGFBP2	57.2580990599835	3.0815316890932	0.270439839526881	11.3945182576804	4.45286081414437e-30	1.30169742250961e-28
SLC6A13	20.9760209838294	2.69617984743089	0.236661241728998	11.3925703580914	4.55355695866719e-30	1.32770653567235e-28
PTPRQ	66.5390544673522	3.6324527211808	0.318960580161347	11.3884064273501	4.77645201223103e-30	1.38983462867713e-28
LINC00092	42.2157389719318	1.89554212656753	0.166460112999389	11.3873653718743	4.83385117378032e-30	1.40581401573773e-28
AC104237.2	2.96058535956611	3.64345673234827	0.320006536248537	11.3855697294837	4.93446804157068e-30	1.43360348068701e-28
PROS1	2456.5143423912	1.52632697750831	0.134132954578618	11.3792093993852	5.30787254918365e-30	1.54129730884603e-28
TTC28	1230.33439621698	1.27014022363821	0.111696540392041	11.3713479323547	5.80836019849347e-30	1.68317598710079e-28
AC112206.2	61.4411583915685	2.85320796138924	0.250949406215126	11.3696541642475	5.92217646189361e-30	1.71528040909598e-28
CYGB	578.381689493181	1.28567217922693	0.113094245662297	11.3681485003754	6.02520939868804e-30	1.74333907507058e-28
SGCA	242.235978584065	2.08358651536568	0.183297953268649	11.3672110256021	6.09025763590625e-30	1.76126020620815e-28
FAM241A	683.146254149872	1.16341484464436	0.102392154157922	11.3623436699066	6.43935702774896e-30	1.85747403127487e-28
RRAS	2580.57470401818	1.38193220178776	0.12163288960902	11.3615010399727	6.50177779462031e-30	1.87452477516589e-28
