x
1	4971
2	1754
3	4133
4	6555
5	2133
6	7263
7	6101
8	6125
9	5289
10	4777
11	5892
12	5526
13	5295
14	1306
15	1033
16	4441
17	4783
18	341
19	2274
20	5327
21	6843
22	1108
23	4293
24	6788
25	5420
26	3379
27	4127
28	7301
29	2179
30	3477
31	4444
32	2393
33	3179
34	7097
35	3351
36	5218
37	3797
38	7353
39	3494
40	5767
41	2085
42	4496
43	5066
44	3323
45	4856
46	4859
47	1393
48	4598
49	269
50	6327
51	6562
52	6422
53	7176
54	3561
55	6010
56	7241
57	2724
58	1532
59	4809
60	3464
61	4278
62	3685
63	2438
64	5356
65	1878
66	2100
67	479
68	6563
69	6259
70	4800
71	7080
72	4479
73	2264
74	4125
75	7488
76	1888
77	3435
78	4612
79	5355
80	5860
81	7414
82	3940
83	7312
84	2797
85	4266
86	3504
87	6656
88	1396
89	3879
90	3645
91	4916
92	5666
93	4191
94	6330
95	2272
96	7296
97	2764
98	4858
99	7446
100	7273
101	7276
102	4212
103	7390
104	4692
105	2878
106	3596
107	2760
108	7503
109	1837
110	1721
111	5991
112	7478
113	2788
114	2384
115	4226
116	5506
117	1637
118	6393
119	2677
120	4084
121	2190
122	5487
123	2818
124	2961
125	2254
126	2265
127	1517
128	1687
129	6299
130	5940
131	6040
132	6241
133	803
134	2319
135	9
136	1196
137	1906
138	2747
139	1114
140	6741
141	2239
142	3500
143	5680
144	4119
145	6174
146	40
147	207
148	5404
149	3127
150	3782
151	3140
152	3316
153	3650
154	5476
155	5993
156	3298
157	6092
158	5969
159	3983
160	7247
161	6114
162	2641
163	521
164	3099
165	4710
166	3514
167	636
168	3199
169	3521
170	574
171	1633
172	1359
173	2578
174	2296
175	2260
176	2589
177	7438
178	834
179	986
180	919
181	2837
182	1344
183	238
184	4122
185	2231
186	2683
187	1515
188	3793
189	756
190	3799
191	3499
192	6678
193	6701
194	1744
195	2356
196	3260
197	2313
198	820
199	569
200	4747
201	2430
202	4156
203	2575
204	2615
205	750
206	3253
207	880
208	4201
209	3667
210	4984
211	2645
212	3510
213	496
214	3266
215	2521
216	3006
217	398
218	686
219	3226
220	5945
221	3784
222	2308
223	1815
224	4746
225	1219
226	2259
227	7216
228	5656
229	1361
230	2846
231	3171
232	1930
233	3376
234	5575
235	2099
236	5965
237	48
238	599
239	3601
240	365
241	2470
242	3354
243	2768
244	7100
245	749
246	6819
247	3854
248	275
249	6217
250	3649
251	3722
252	4359
253	133
254	3829
255	1203
256	3330
257	216
258	4011
259	1979
260	2617
261	33
262	549
263	265
264	678
265	473
266	6461
267	7086
268	179
269	4878
270	727
271	736
272	2729
273	1123
274	1657
275	1832
276	2499
277	1528
278	1981
279	1315
280	3840
281	1712
282	3265
283	2354
284	1243
285	3666
286	32
287	1601
288	2921
289	4106
290	5045
291	7346
292	5333
293	452
294	2964
295	3022
296	7499
297	1773
298	2368
299	1684
300	2475
301	2807
302	2695
303	1478
304	3122
305	2121
306	3766
307	3020
308	668
309	1437
310	3553
311	1608
312	2130
313	2587
314	7447
315	2131
316	1919
317	3054
318	5217
319	3550
320	6351
321	2206
322	3148
323	3220
324	351
325	731
326	1623
327	3205
328	2098
329	611
330	2567
331	6355
332	852
333	2849
334	6137
335	2445
336	844
337	2283
338	3821
339	1689
340	5817
341	710
342	4115
343	5964
344	6237
345	7429
346	5110
347	1576
348	1961
349	4198
350	1431
351	3498
352	43
353	4456
354	1692
355	2859
356	2666
357	4164
358	2048
359	7360
360	3383
361	6836
362	1671
363	4044
364	723
365	6131
366	3798
367	293
368	5093
369	409
370	3579
371	3082
372	2832
373	2833
374	2160
375	5446
376	1498
377	2451
378	3540
